date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2022-09-15,US_ND_38029,,,0,1127,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38031,,,0,1769,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38033,,,0,539,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38035,,,0,41898,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38037,,,0,553,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38039,,,0,1041,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38041,,,0,996,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38043,,,0,839,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38045,,,0,1993,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38047,,,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38049,,,0,2449,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38051,,,0,1108,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38053,,,0,3471,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38055,,,0,4461,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38057,,,0,3224,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38059,,,0,14588,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38061,,,0,4662,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38063,,,0,2063,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38065,,,0,517,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38067,,,0,3856,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38069,,,0,1820,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38071,,,0,6749,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38073,,,0,3169,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38075,,,0,925,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38077,,,0,8615,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38079,,,0,10359,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38081,,,0,2353,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38083,,,0,486,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38085,,,0,2738,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38087,,,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38089,,,0,11794,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38091,,,0,898,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38093,,,0,11257,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38095,,,0,1053,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38097,,,0,4422,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38099,,,0,6301,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38101,,,0,35147,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38103,,,0,1684,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_ND_38105,,,0,11607,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE,0,1389011,0,1253360,0,3401461,,,0,738763,0,2082381,,,0,422935,0,1214866,,,0,89477,0,95755,,,,,,
2022-09-15,US_NE_31001,,,0,13480,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31003,,,0,2388,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31005,,,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31007,,,0,245,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31009,,,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31011,,,0,2591,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31013,,,0,3746,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31015,,,0,693,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31017,,,0,1108,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31019,,,0,21345,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31021,,,0,3857,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31023,,,0,4186,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31025,,,0,16591,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31027,,,0,3530,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31029,,,0,1339,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31031,,,0,2031,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31033,,,0,3888,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31035,,,0,2624,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31037,,,0,5217,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31039,,,0,4775,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31041,,,0,4183,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31043,,,0,13316,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31045,,,0,3450,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31047,,,0,11902,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31049,,,0,646,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31051,,,0,2519,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31053,,,0,20130,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31055,,,0,390650,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31057,,,0,669,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31059,,,0,2899,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31061,,,0,1174,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31063,,,0,748,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31065,,,0,2126,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31067,,,0,9966,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31069,,,0,842,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31071,,,0,607,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31073,,,0,814,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31075,,,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31077,,,0,967,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31079,,,0,31826,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31081,,,0,4402,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31083,,,0,1377,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31085,,,0,238,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31087,,,0,966,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31089,,,0,4388,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31091,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31093,,,0,2760,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31095,,,0,3957,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31097,,,0,2802,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31099,,,0,3115,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31101,,,0,3092,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31103,,,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31105,,,0,1295,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31107,,,0,4227,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31109,,,0,216602,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31111,,,0,11864,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31113,,,0,165,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31115,,,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31117,,,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31119,,,0,16494,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31121,,,0,3446,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31123,,,0,1679,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31125,,,0,1035,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31127,,,0,3563,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31129,,,0,2101,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31131,,,0,9167,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31133,,,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31135,,,0,1199,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31137,,,0,3703,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31139,,,0,2703,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31141,,,0,16055,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31143,,,0,2199,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31145,,,0,4030,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31147,,,0,4185,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31149,,,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31151,,,0,7710,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31153,,,0,126357,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31155,,,0,11620,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31157,,,0,15150,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31159,,,0,8787,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31161,,,0,1759,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31163,,,0,1208,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31165,,,0,296,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31167,,,0,1724,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31169,,,0,2423,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31171,,,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31173,,,0,5818,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31175,,,0,1405,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31177,,,0,11857,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31179,,,0,3969,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31181,,,0,1361,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31183,,,0,254,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NE_31185,,,0,7261,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH,0,1233550,0,984548,0,2721848,,,0,553178,0,1630088,,,0,351258,0,1002045,,,0,79916,0,89385,,,,,,
2022-09-15,US_NH_33001,,,0,39322,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33003,,,0,36908,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33005,,,0,48876,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33007,,,0,21836,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33009,,,0,69649,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33011,,,0,272932,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33013,,,0,107221,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33015,,,0,216363,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33017,,,0,86105,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NH_33019,,,0,27588,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ,0,8210813,0,6854030,0,18111411,,,0,3969733,0,10694316,,,0,2362265,0,6833753,,,0,521203,0,582191,,,,,,
2022-09-15,US_NJ_34001,,,0,181501,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34003,,,0,739171,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34005,,,0,340675,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34007,,,0,358864,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34009,,,0,70020,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34011,,,0,80838,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34013,,,0,595970,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34015,,,0,185391,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34017,,,0,536371,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34019,,,0,90537,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34021,,,0,268664,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34023,,,0,620343,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34025,,,0,430479,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34027,,,0,389257,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34029,,,0,338259,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34031,,,0,359860,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34033,,,0,35553,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34035,,,0,255816,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34037,,,0,89931,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34039,,,0,407351,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NJ_34041,,,0,73350,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM,0,1898100,0,1527044,0,4197961,,,0,836931,0,2366497,,,0,575619,0,1699296,,,0,111362,0,120461,,,,,,
2022-09-15,US_NM_35001,,,0,487635,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35003,,,0,1661,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35005,,,0,29762,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35006,,,0,19373,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35007,,,0,7569,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35009,,,0,26651,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35011,,,0,896,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35013,,,0,169270,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35015,,,0,28074,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35017,,,0,19122,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35019,,,0,3038,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35021,,,0,377,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35023,,,0,2508,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35025,,,0,32098,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35027,,,0,11730,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35028,,,0,16613,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35029,,,0,18227,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35031,,,0,67337,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35033,,,0,2984,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35035,,,0,42132,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35037,,,0,4223,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35039,,,0,31482,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35041,,,0,7278,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35043,,,0,107921,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35045,,,0,95616,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35047,,,0,18768,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35049,,,0,125931,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35051,,,0,7315,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35053,,,0,11687,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35055,,,0,27686,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35057,,,0,7636,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35059,,,0,1838,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NM_35061,,,0,46702,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV,0,2371565,0,1909521,0,5136697,,,0,1121456,0,3186642,,,0,614084,0,1760661,,,0,173792,0,188625,,,,,,
2022-09-15,US_NV_32001,,,0,13646,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32003,,,0,1334994,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32005,,,0,25609,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32007,,,0,23052,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32009,,,0,365,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32011,,,0,564,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32013,,,0,7240,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32015,,,0,2262,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32017,,,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32019,,,0,24611,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32021,,,0,2758,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32023,,,0,22138,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32027,,,0,2469,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32029,,,0,966,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32031,,,0,309250,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32033,,,0,5219,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NV_32510,,,0,36705,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY,0,17910082,0,15272806,0,41079393,,,0,8894651,0,24736642,,,0,5101845,0,14861410,,,0,1266705,0,1450527,,,,,,
2022-09-15,US_NY_36001,,,0,232891,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36003,,,0,20813,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36005,,,0,1086934,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36007,,,0,123185,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36009,,,0,43550,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36011,,,0,46006,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36013,,,0,76782,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36015,,,0,51795,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36017,,,0,29331,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36019,,,0,59239,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36021,,,0,45332,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36023,,,0,28679,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36025,,,0,25707,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36027,,,0,210948,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36029,,,0,653146,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36031,,,0,26853,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36033,,,0,35743,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36035,,,0,29499,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36037,,,0,34781,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36039,,,0,30081,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36041,,,0,3719,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36043,,,0,36996,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36045,,,0,82779,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36047,,,0,1883883,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36049,,,0,13871,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36051,,,0,37992,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36053,,,0,43914,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36055,,,0,546757,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36057,,,0,33568,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36059,,,0,1140788,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36061,,,0,1431369,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36063,,,0,141202,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36065,,,0,146265,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36067,,,0,344251,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36069,,,0,76119,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36071,,,0,255862,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36073,,,0,22560,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36075,,,0,70661,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36077,,,0,37341,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36079,,,0,74282,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36081,,,0,1990806,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36083,,,0,114073,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36085,,,0,358827,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36087,,,0,214634,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36089,,,0,66571,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36091,,,0,185484,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36093,,,0,115647,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36095,,,0,17919,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36097,,,0,11296,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36099,,,0,18508,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36101,,,0,58806,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36103,,,0,1142396,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36105,,,0,46882,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36107,,,0,29826,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36109,,,0,82884,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36111,,,0,132021,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36113,,,0,50405,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,US_NY_36115,,,0,41674,,,,,,,,,,,,,,,,,,,,,,,,,,
