date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2022-09-11,IL_Z_0516,0,11566,0,9377,0,20943,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0517,0,2703,0,2469,0,5172,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0518,0,2242,0,2077,0,4319,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0520,0,5454,0,4669,0,10123,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0522,0,8764,0,7505,0,16269,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0524,0,1708,0,1484,0,3192,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0525,0,3409,0,2967,0,6376,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0526,0,2119,0,1858,0,3977,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0528,0,2201,0,1984,0,4185,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0529,0,9070,0,7946,0,17016,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0530,0,4152,0,3745,0,7897,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0531,0,18109,0,15651,0,33760,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0532,0,10089,0,8200,0,18289,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0535,0,2496,0,2280,0,4776,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0536,0,4202,0,3596,0,7798,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0538,0,5149,0,4480,0,9629,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0542,0,10351,0,8949,0,19300,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0543,0,6308,0,5605,0,11913,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0635,0,3012,0,2575,0,5587,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0658,0,1925,0,1695,0,3620,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0812,0,5207,0,4921,0,10128,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0874,0,18998,3,17736,3,36734,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0913,0,4525,0,4021,0,8546,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0944,0,4681,0,4247,0,8928,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0962,0,4502,0,4059,0,8561,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0975,0,5188,0,4688,0,9876,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0978,0,3399,0,2919,0,6318,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_0998,0,6649,0,6008,0,12657,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1061,0,30181,0,28296,0,58477,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1063,0,16403,0,15431,0,31834,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1139,0,36989,1,35178,1,72167,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1186,0,1894,0,1763,0,3657,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1245,0,2337,0,2003,0,4340,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1263,0,4876,0,4729,0,9605,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1274,0,2361,0,2264,0,4625,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1292,0,14215,0,12381,0,26596,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1295,0,4997,0,4205,0,9202,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1296,0,6424,0,5482,0,11906,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1330,0,2218,0,2106,0,4324,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_1337,0,2349,0,2273,0,4622,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_2034,0,6614,0,5874,0,12488,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_2800,0,15419,0,14547,0,29966,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4001,0,5502,0,4605,0,10107,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4005,0,1057,0,955,0,2012,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4100,0,5463,0,5216,0,10679,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4201,0,8388,0,7138,0,15526,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4203,0,2932,0,2552,0,5484,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4501,0,1500,0,1406,0,2906,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_4502,0,1799,0,1561,0,3360,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_6700,0,26024,0,23906,0,49930,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_7300,0,51688,0,44798,0,96486,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_7500,0,21982,0,18687,0,40669,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_7600,0,34618,1,31859,1,66477,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_7700,0,40471,0,37908,0,78379,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_8000,1,14985,1,13200,2,28185,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_8800,0,29175,0,25850,0,55025,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_8900,0,24301,0,20165,0,44466,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_9100,0,48464,0,46371,0,94835,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,IL_Z_9200,0,14133,0,12983,0,27116,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,IM,1,69560,0,67106,1,189994,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,IN,67576,1025532632,187360,945633577,2081070,2157151049,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_AN,3,294001,13,200157,16,494158,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_AP,20497,32976969,24137,20375181,44634,53352150,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_AR,42,771875,195,534486,237,1306361,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_AS,19124,20172463,37463,8068795,56587,28241258,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_BR,114694,49874828,145827,18346781,260521,68221609,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_CH,211,926035,1282,546981,1493,1473016,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_CT,21312,14851682,39393,7343273,60705,22194955,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_DL,12482,13055636,11839,7425404,24321,20481040,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_DN,3,660753,20,370255,23,1031008,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_GA,2572,1262568,12404,911114,14976,2173682,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_GJ,14685,44735217,62096,25972387,76781,70707604,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_HP,371,5713695,8192,3443823,8563,9157518,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_HR,7867,17772376,15801,8115463,23668,25887839,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_JH,41034,14986646,51488,5585648,92522,20572294,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_JK,1584,9511073,45202,5149471,46786,14660544,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_KA,17604,42497761,28163,22858384,45767,65356145,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_KL,2010,25306499,11914,13658343,13924,38964842,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_LA,0,208798,2,152280,2,361078,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_LD,0,55129,4,45951,4,101080,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_MH,53161,67198794,31988,30975692,85149,98174486,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_ML,38,1103275,203,641819,241,1745094,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_MN,705,1249436,4283,719413,4988,1968849,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_MP,5713,49911938,77062,20838045,82775,70749983,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_MZ,10,711597,51,512029,61,1223626,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_NL,193,709553,822,490663,1015,1200216,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_OR,21420,25736641,25651,11560912,47071,37297553,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_PB,3321,15942714,4418,6238973,7739,22181687,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_PY,171,733922,532,404355,703,1138277,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_RJ,9399,42544909,29672,20097635,39071,62642544,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_SK,0,521763,0,451509,0,973272,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_TG,38781,22498559,26738,9772398,65519,32270957,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_TN,77325,41279432,106584,17619141,183909,58898573,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_TR,3,2508477,650,1621329,653,4129806,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_UP,53401,98178865,57556,32681895,110957,130860760,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_UT,1065,7478017,12934,3898342,13999,11376359,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,IN_WB,209609,56192166,58881,21559747,268490,77751913,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,IQ,9350,11110310,7097,7813138,18222,19165091,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,IR,42851,64978822,42527,58354106,289352,153956137,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,IS,68,309770,153,290193,430,805469,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,IT,239,50834240,222,47964275,10397,140516076,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_21,9,3484164,38,3316426,3515,10094676,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,IT_23,0,96652,0,93015,33,278390,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_25,23,8421044,63,7960734,3271,23995857,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_34,6,3879435,11,3750720,464,11060389,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_36,3,954276,11,906450,358,2716069,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_42,5,1259681,8,1215501,498,3516723,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_45,12,3659986,51,3508594,1942,10466608,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_52,27,3131158,46,3007774,1814,8816723,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_55,1,720736,11,689021,164,2037770,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_57,8,1189604,16,1144303,323,3372560,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_62,0,4847762,0,4472760,3,13510616,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_65,4,1048779,7,1012414,239,2974607,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_67,0,251777,2,239505,73,706821,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_72,23,4541319,54,4321550,1236,12567045,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_75,4,3331163,41,3168933,683,9390591,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_77,21,454719,15,432262,199,1271519,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_78,5,1512703,24,1432403,281,4112028,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_82,10,3846520,58,3645019,793,10423474,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,IT_88,0,1345149,8,1301222,425,3777975,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,JE,29,83953,42,81320,109,238462,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,JM,380,830330,425,729115,776,1486430,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,JO,4855,4821579,3522,4558313,17674,10057975,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,JP,779,104181421,1955,102770967,131060,320752734,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,KE,818473,13460152,631305,9985687,184129,21104874,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,KG,665,1594808,532,1335039,2385,3229896,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,KH,8257,15172499,13301,14513433,212500,43380390,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,KI,1226,82774,901,62876,3071,159883,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,KM,2938,423255,110,382032,0,804403,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,KN,1667,33794,86,26944,1775,64225,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,KR,251,45109214,478,44671762,14175,129160556,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,KW,530,3443742,727,3335554,3532,8206793,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,KY,33,61663,49,60145,189,148160,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,KZ,438,10829480,925,10580470,0,20918681,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11,LA,3588,5888649,2402,5222417,5990,11111066,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,LB,3974,2723692,4891,2399261,13464,5766450,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,LC,8,59973,4,54780,12,122552,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,LI,0,26497,0,26254,0,71417,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,LK,728,17114619,46131,14644729,125720,39928513,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,LR,857758,3503705,621569,2949694,584080,3505634,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,LS,7764,924248,5008,872661,5487,1077116,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,LT,34,1954898,25,1878481,160,4499663,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,LU,0,481657,0,462955,59,1343593,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,LV,12,1346184,14,1305976,77,2895716,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,LY,1072,2304405,2099,1228692,4549,3709205,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,MA,3323,24995699,3800,23489140,14262,55207628,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,MC,2203,28875,2359,25667,15160,65140,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,MD,0,1083286,2955,1063425,17484,2165600,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,ME,122,292783,122,284869,373,679171,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,MG,30518,1522375,28735,1460761,32936,1809232,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,MH,846,41029,646,32753,2952,87472,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,MK,69,854256,48,837783,778,1861054,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,ML,30871,2203178,32685,1652448,43792,2990301,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,MM,1772572,34777314,517862,27545329,2290434,64549994,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,MN,0,2272965,0,2175617,1002,5492919,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,MO,113,624408,177,598334,1171,1501249,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,MR,949,2005049,166,1423899,166042,3251620,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,MS,3,2086,2,1932,5,4528,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,MT,6,477803,5,470693,44,1334751,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,MU,0,1021934,0,977728,6755,2580909,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,MV,7,399083,18,384935,83,950776,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,MW,321854,3041539,201856,2247799,202159,4323160,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,MX,348482,96372242,0,79947470,0,209673612,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,MY,150,28097849,254,27501812,2474,72096912,138,15609269,244,15153452,,,,,,,,,,,,,,,12,10,,,,
2022-09-14,MY_01,11,3351099,18,3295627,342,8835842,9,2055035,18,2009927,,,,,,,,,,,,,,,2,0,,,,
2022-09-14,MY_02,21,1697103,54,1663945,122,4110597,21,1180806,52,1151163,,,,,,,,,,,,,,,0,2,,,,
2022-09-14,MY_03,4,1252749,1,1226116,56,2811947,4,941183,1,919805,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_04,1,794989,2,780785,69,2134460,1,492218,2,479217,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_05,2,1032644,2,1016875,104,2727422,2,742391,2,729062,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_06,8,1279839,17,1253198,91,3165672,7,937982,17,916029,,,,,,,,,,,,,,,1,0,,,,
2022-09-14,MY_07,10,1634305,56,1612663,126,4346439,8,858077,56,842261,,,,,,,,,,,,,,,2,0,,,,
2022-09-14,MY_08,3,2024174,4,1981223,157,5191480,3,1344338,4,1309025,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_09,1,217105,2,213531,12,510290,0,165901,1,162605,,,,,,,,,,,,,,,1,1,,,,
2022-09-14,MY_10,24,5252852,37,5169676,675,14633107,20,2349290,32,2297793,,,,,,,,,,,,,,,4,5,,,,
2022-09-14,MY_11,0,936117,4,918228,47,2209178,0,591957,4,577330,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_12,11,2613864,22,2524481,143,5952705,11,1856809,21,1780591,,,,,,,,,,,,,,,0,1,,,,
2022-09-14,MY_13,41,2506282,29,2428081,218,6558131,41,943411,28,890425,,,,,,,,,,,,,,,0,1,,,,
2022-09-14,MY_14,13,3248909,6,3166974,300,8265604,11,960601,6,902047,,,,,,,,,,,,,,,2,0,,,,
2022-09-14,MY_15,0,89611,0,85259,0,225449,0,83146,0,78694,,,,,,,,,,,,,,,0,0,,,,
2022-09-14,MY_16,0,166207,0,165150,12,418589,0,106124,0,107478,,,,,,,,,,,,,,,0,0,,,,
2022-09-04,MZ,10719,13456303,14242,12851614,0,24676660,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,NA,9669,586652,13378,514155,13654,947273,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,NC,2972,191526,3448,183966,6515,469037,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,NE,92384,3740079,89774,2978762,137472,4531782,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,NG,2713727,43817495,2147709,31134717,3869614,67216328,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,NI,7480,6051704,11400,5703243,18880,11754947,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,NL,447,12775557,524,11957652,13818,36104942,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,NO,39,4345038,54,4052268,9059,11844779,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,NP,720542,26718186,638896,22324933,1606082,57015910,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,NR,347,10493,0,8585,347,24005,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,NU,0,1650,19,1436,19,4180,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,NZ,26,4297220,56,4131645,3944,11735010,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,OM,360,3271243,537,3044761,1961,7089974,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,PA,2375,3498561,4424,3144655,28279,8581558,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,PE,0,29841534,0,28164663,2,83624934,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,PF,0,188352,0,184491,8475,465418,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,PG,3828,347753,3829,288304,9642,661244,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,PH,118628,77253008,151746,72568579,776633,162844138,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,PK,9623,139267049,19706,131441771,181743,294628130,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,PL,2074,22777884,1550,22553665,34140,56368050,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02,62,1800822,45,1559783,621,4357937,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_01,0,47147,0,38515,2,108781,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_02,0,42390,3,37521,9,106780,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_03,0,42090,0,35153,5,105910,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_04,0,16466,0,13954,0,38382,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_05,2,25192,3,20768,23,60063,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_06,0,31458,0,26293,14,72609,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_07,2,19531,2,17221,12,49463,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_08,3,77968,0,68131,10,190773,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_09,0,27389,0,22014,7,63738,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_10,5,20427,0,14818,6,48754,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_11,0,73704,0,66913,7,177835,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_12,1,26511,0,22875,1,63774,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_13,0,20818,0,18760,3,50106,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_14,0,67380,2,56331,11,169023,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_15,1,25883,0,22871,18,58306,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_16,0,27004,0,21240,0,61941,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_17,0,22664,0,20111,0,55233,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_18,1,14488,0,12670,7,38466,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_19,6,65068,1,55591,24,165165,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_20,8,35459,7,33410,37,90918,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_21,0,18491,0,17078,3,45874,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_22,0,27962,4,22177,20,63763,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_23,2,63850,1,57961,24,161636,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_24,0,34462,0,29402,7,81793,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_25,2,39143,2,31827,27,96102,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_26,0,22281,0,18377,3,53579,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_61,1,53840,0,49334,15,135653,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_62,0,56037,0,48733,10,136894,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_64,24,633041,18,553096,277,1529015,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_02_65,4,122678,2,106638,39,277608,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04,25,1220554,30,1053920,326,2943145,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_01,1,73183,0,67081,5,160437,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_02,0,44680,4,39729,20,106506,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_03,0,46592,0,42442,4,115409,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_04,0,25537,0,23020,7,63448,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_05,0,21287,0,18744,1,49212,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_06,0,16559,0,13898,3,37737,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_07,0,62424,0,56857,5,154224,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_08,0,33274,0,28825,0,77754,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_09,0,21841,0,19092,5,55214,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_10,1,56028,0,44348,12,128407,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_11,0,25852,1,23234,5,60209,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_12,0,22138,1,19624,6,53592,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_13,0,29792,0,24924,2,66705,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,PL_04_14,3,50081,2,42586,20,120855,,,,,,,,,,,,,,,,,,,,,,,,
